Center Name,Address,Contact Details,Doctor Details,Google Maps Link,Reasoning
"Ubercare - Saboo Siddique Hospital","Saboo Siddique Hospital, M.H, CT Scandept, Bhendi Bazaar, Umerkhadi, Mumbai, Maharashtra 400009, India.","091682 83636","","https://www.google.com/maps/search/?api=1&query=Ubercare+-+Saboo+Siddique+Hospital+Saboo+Siddique+Hospital%2C+M.H%2C+CT+Scandept%2C+Bhendi+Bazaar%2C+Umerkhadi%2C+Mumbai%2C+Maharashtra+400009%2C+India.","The center's address includes ""CT Scandept"", indicating the presence of a dedicated CT scan department."
"Saifee Hospital","G-38, Al-Saadah Towers Ibrahim Rehmatulla Road, opposite Raudat Tahera Street, Bohri Mohalla, Kumbharwada, Mumbai, Maharashtra 400003, India.","072081 11053","","https://www.google.com/maps/search/?api=1&query=Saifee+Hospital+G-38%2C+Al-Saadah+Towers+Ibrahim+Rehmatulla+Road%2C+opposite+Raudat+Tahera+Street%2C+Bohri+Mohalla%2C+Kumbharwada%2C+Mumbai%2C+Maharashtra+400003%2C+India.","The text states that the hospital's comprehensive urgent care services include radiology and CT scans."
"Ubercare - Saboo Siddique Hospital","Saboo Siddique Hospital, M.H, CT Scandept, Bhendi Bazaar, Umerkhadi, Mumbai, Maharashtra 400009","Not provided in text","","https://www.google.com/maps/search/?api=1&query=Ubercare+-+Saboo+Siddique+Hospital+Saboo+Siddique+Hospital,+M.H,+CT+Scandept,+Bhendi+Bazaar,+Umerkhadi,+Mumbai,+Maharashtra+400009","The text states that the address for this hospital explicitly mentions a 'CT Scandept'."
"Bombay Hospital & Medical Research Centre","12, Vitthaldas Thackersey Marg, near Liberty cinema, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020","022 2206 7676","","https://www.google.com/maps/search/?api=1&query=Bombay+Hospital+%26+Medical+Research+Centre+12,+Vitthaldas+Thackersey+Marg,+near+Liberty+cinema,+New+Marine+Lines,+Marine+Lines,+Mumbai,+Maharashtra+400020","The provided text explicitly states that this hospital 'offers CT scans'."
"Paradise Imaging- CT Scan and Sonography","Ali Raza Castle, 488, Sir Jamshedji Jeejeebhoy Rd, Nagpada, Mumbai, Maharashtra 400008","070459 91990","","https://www.google.com/maps/search/?api=1&query=Paradise+Imaging-+CT+Scan+and+Sonography+Ali+Raza+Castle,+488,+Sir+Jamshedji+Jeejeebhoy+Rd,+Nagpada,+Mumbai,+Maharashtra+400008","The center's name, 'Paradise Imaging- CT Scan and Sonography', explicitly indicates that CT scans are an offered service."
"Picture This by Jankharia - Cardiac CT Scan Centre","Nishat Business Centre, Arya Bhavan, 461, Sardar Vallabhbhai Patel Rd, Charni Road East, Bhatwadi, Girgaon, Mumbai, Maharashtra 400004","022 6848 6666","Dr. Jankharia","https://www.google.com/maps/search/?api=1&query=Picture+This+by+Jankharia+-+Cardiac+CT+Scan+Centre+Nishat+Business+Centre,+Arya+Bhavan,+461,+Sardar+Vallabhbhai+Patel+Rd,+Charni+Road+East,+Bhatwadi,+Girgaon,+Mumbai,+Maharashtra+400004","The name of the center and its description confirm it specializes in cardiac CT scans."
"Free MRI Scan & CT Scan","Hubtown Sunmist, nr. Big Boyz toyz showroom, Vijay Nagar, Andheri East, Mumbai, Maharashtra 400069","099878 33305","","https://www.google.com/maps/search/?api=1&query=Free+MRI+Scan+%26+CT+Scan+Hubtown+Sunmist,+nr.+Big+Boyz+toyz+showroom,+Vijay+Nagar,+Andheri+East,+Mumbai,+Maharashtra+400069","The center's name, 'Free MRI Scan & CT Scan', explicitly confirms the availability of CT scan services."
"Saifee Ambulance Diagnostic Centre","G-38, Al-Saadah Towers Ibrahim Rehmatulla Road, opposite Raudat Tahera Street, Bohri Mohalla, Kumbharwada, Mumbai, Maharashtra 400003","072081 11053","","https://www.google.com/maps/search/?api=1&query=Saifee+Ambulance+Diagnostic+Centre+G-38,+Al-Saadah+Towers+Ibrahim+Rehmatulla+Road,+opposite+Raudat+Tahera+Street,+Bohri+Mohalla,+Kumbharwada,+Mumbai,+Maharashtra+400003","The text explicitly states that this center 'offers CT Scan services'."
"Om Diagnostic Centre","Ground Floor, 1/A, 1st Pasta Ln, Bhandus Court, Badhwar Park, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005, India.","099871 10409","","https://www.google.com/maps/search/?api=1&query=Om+Diagnostic+Centre+Ground+Floor%2C+1%2FA%2C+1st+Pasta+Ln%2C+Bhandus+Court%2C+Badhwar+Park%2C+Apollo+Bandar%2C+Colaba%2C+Mumbai%2C+Maharashtra+400005%2C+India.","The center's list of services explicitly includes 'CT Scans'."
"Clinical Diagnostic Centre","First Floor, Mahila Vikas Mandal, Marg, Near, General Jagannath Bhosle Rd, Mantralaya, Nariman Point, Mumbai, Maharashtra 400021, India.","+91 22 35298709 or +91 22 22022060","","https://www.google.com/maps/search/?api=1&query=Clinical+Diagnostic+Centre+First+Floor%2C+Mahila+Vikas+Mandal%2C+Marg%2C+Near%2C+General+Jagannath+Bhosle+Rd%2C+Mantralaya%2C+Nariman+Point%2C+Mumbai%2C+Maharashtra+400021%2C+India.","The text states that the center provides a comprehensive range of diagnostic tests, including 'CT scans'."
"Medcare Institute of Diagnostics","Ground Floor, Sushrut Hospital & Research Centre, 365, Sant Vershaw Kakkaya Marg, Swastik Park, Chembur, Mumbai, Maharashtra 400071, India.","086579 85431","","https://www.google.com/maps/search/?api=1&query=Medcare+Institute+of+Diagnostics+Ground+Floor%2C+Sushrut+Hospital+%26+Research+Centre%2C+365%2C+Sant+Vershaw+Kakkaya+Marg%2C+Swastik+Park%2C+Chembur%2C+Mumbai%2C+Maharashtra+400071%2C+India.","The institute's offered services explicitly list both 'PET-CT scans' and 'CT scans'."
"iScan Imaging Center","3, Coninel Building, 104, August Kranti Rd, Kemps Corner, Tardeo, Mumbai, Maharashtra 400026, India.","022 6634 6464","","https://www.google.com/maps/search/?api=1&query=iScan+Imaging+Center+3%2C+Coninel+Building%2C+104%2C+August+Kranti+Rd%2C+Kemps+Corner%2C+Tardeo%2C+Mumbai%2C+Maharashtra+400026%2C+India.","The text explicitly states that the center's services include 'CT scans'."
"Suburban Diagnostics","51, Nepean Sea Rd, opp. Priyadarshini Park, Simla Nagar, Malabar Hill, Mumbai, Maharashtra 400026, India.","022 6170 0000","","https://www.google.com/maps/search/?api=1&query=Suburban+Diagnostics+51%2C+Nepean+Sea+Rd%2C+opp.+Priyadarshini+Park%2C+Simla+Nagar%2C+Malabar+Hill%2C+Mumbai%2C+Maharashtra+400026%2C+India.","The center's services are listed as including 'MRI, CT scans, and PET CT scans'."
"Infinity Medical Centre","Citi Tower, Next to Gandhi Hospital, Dr. SS Rao Road, Parel, Along Raj kamal Marg, Parel East, Parel, Mumbai, Maharashtra 400012, India.","022 6917 2424","","https://www.google.com/maps/search/?api=1&query=Infinity+Medical+Centre+Citi+Tower%2C+Next+to+Gandhi+Hospital%2C+Dr.+SS+Rao+Road%2C+Parel%2C+Along+Raj+kamal+Marg%2C+Parel+East%2C+Parel%2C+Mumbai%2C+Maharashtra+400012%2C+India.","The center's list of services explicitly includes 'CT scans' and 'PET CT'."
"Sir H. N. Reliance Foundation Hospital and Research Centre","Prarthana Samaj, Raja Ram Mohan Roy Rd, Charni Road East, Khetwadi, Girgaon, Mumbai, Maharashtra 400004, India","093249 47776","","https://www.google.com/maps/search/?api=1&query=Sir+H.+N.+Reliance+Foundation+Hospital+and+Research+Centre+Prarthana+Samaj%2C+Raja+Ram+Mohan+Roy+Rd%2C+Charni+Road+East%2C+Khetwadi%2C+Girgaon%2C+Mumbai%2C+Maharashtra+400004%2C+India","The text confirms the center provides services including 'Computed Tomography (CT) scans' and is equipped with a 'Photon-Counting CT scanner' and a 'Dual Source 384-Slice CT scanner'."
"Eskag Sanjeevani MRI-CT-USG Centre Jagjivan Ram","JAGJIVANRAM HOSPITAL 292 BELLASIS ROAD, M M Marg, RBI Staff Colony, Mumbai Central, Mumbai, Maharashtra 400008, India","+919073176063 (Emergency)","","https://www.google.com/maps/search/?api=1&query=Eskag+Sanjeevani+MRI-CT-USG+Centre+Jagjivan+Ram+JAGJIVANRAM+HOSPITAL+292+BELLASIS+ROAD%2C+M+M+Marg%2C+RBI+Staff+Colony%2C+Mumbai+Central%2C+Mumbai%2C+Maharashtra+400008%2C+India","The text confirms this center provides imaging services including 'CT scans' and has a '128-Slice Cardiac CT scanner'."
"Infinity Medical Centre","Citi Tower, Next to Gandhi Hospital, Dr. SS Rao Road, Parel, Along Raj kamal Marg, Parel East, Parel, Mumbai, Maharashtra 400012, India","022 6917 2424","","https://www.google.com/maps/search/?api=1&query=Infinity+Medical+Centre+Citi+Tower%2C+Next+to+Gandhi+Hospital%2C+Dr.+SS+Rao+Road%2C+Parel%2C+Along+Raj+kamal+Marg%2C+Parel+East%2C+Parel%2C+Mumbai%2C+Maharashtra+400012%2C+India","The text explicitly states that the center offers a complete imaging solution that includes 'CT scans'."
"Eskag Sanjeevani MRI-CT-USG Centre Jagjivan Ram","JAGJIVANRAM HOSPITAL 292 BELLASIS ROAD, M M Marg, RBI Staff Colony, Mumbai Central, Mumbai, Maharashtra 400008, India.","+919073176063","","https://www.google.com/maps/search/?api=1&query=Eskag+Sanjeevani+MRI-CT-USG+Centre+Jagjivan+Ram+JAGJIVANRAM+HOSPITAL+292+BELLASIS+ROAD%2C+M+M+Marg%2C+RBI+Staff+Colony%2C+Mumbai+Central%2C+Mumbai%2C+Maharashtra+400008%2C+India.","The center's name includes 'CT' and the services description confirms it provides 'CT scans'."
"Scan2Plan: Maxillofacial Radiology","Shop No. A-10, Sai Niketan, CHS Ltd, Dr Mascarenhas Rd, opp. Satyam Jeweller, Mazgaon, Mumbai, Maharashtra 400010, India","086552 61456","","https://www.google.com/maps/search/?api=1&query=Scan2Plan:+Maxillofacial+Radiology+Shop+No.+A-10,+Sai+Niketan,+CHS+Ltd,+Dr+Mascarenhas+Rd,+opp.+Satyam+Jeweller,+Mazgaon,+Mumbai,+Maharashtra+400010,+India","The text confirms that the center's specialized maxillofacial radiology services include CT scans."
"Medcare Institute of Diagnostics","Masina Hospital Trust, Sant Savata Mali Marg, Byculla East, Byculla, Mumbai, Maharashtra 400027, India","088699 06990","","https://www.google.com/maps/search/?api=1&query=Medcare+Institute+of+Diagnostics+Masina+Hospital+Trust,+Sant+Savata+Mali+Marg,+Byculla+East,+Byculla,+Mumbai,+Maharashtra+400027,+India","The text lists CT scans as one of the variety of diagnostic services offered by this institute."
"Manubhai Shah Medical & Research Centre","Tukaram Bhikaji Kadam Marg, near Mulchand chowk, Kalachowki, Byculla East, Chinchpokli, Mumbai, Maharashtra 400033, India","022 4978 8976","","https://www.google.com/maps/search/?api=1&query=Manubhai+Shah+Medical+&+Research+Centre+Tukaram+Bhikaji+Kadam+Marg,+near+Mulchand+chowk,+Kalachowki,+Byculla+East,+Chinchpokli,+Mumbai,+Maharashtra+400033,+India","The text states that this center's wide range of services includes CT scans."
"Diagnopein Diagnostic Centre - Parel, Mumbai","Ground Floor, Maruti Palatial, Dr Ernest Borges Rd, next to Pavan Putra CHS Ltd, opp. Global Hospital, Parel East, Parel, E, Mumbai, Maharashtra 400012, India","Information not available","","https://www.google.com/maps/search/?api=1&query=Diagnopein+Diagnostic+Centre+-+Parel%2C+Mumbai+Ground+Floor%2C+Maruti+Palatial%2C+Dr+Ernest+Borges+Rd%2C+next+to+Pavan+Putra+CHS+Ltd%2C+opp.+Global+Hospital%2C+Parel+East%2C+Parel%2C+E%2C+Mumbai%2C+Maharashtra+400012%2C+India","The text states that the center's radiology services explicitly include CT scans."
"AARTHI SCANS & LABS | PAREL | DIAGNOSTIC CENTER","Shop No. 1 Lower Ground Floor C. S. Nos. 202(Pt), 240, 416, 417(Pt) and 423(Pt, Acharya Donde Marg, Parel Village, Sindhu Nagar, Parel, Mumbai, Maharashtra 400012, India","073496 73496","","https://www.google.com/maps/search/?api=1&query=AARTHI+SCANS+%26+LABS+%7C+PAREL+%7C+DIAGNOSTIC+CENTER+Shop+No.+1+Lower+Ground+Floor+C.+S.+Nos.+202%28Pt%29%2C+240%2C+416%2C+417%28Pt%29+and+423%28Pt%2C+Acharya+Donde+Marg%2C+Parel+Village%2C+Sindhu+Nagar%2C+Parel%2C+Mumbai%2C+Maharashtra+400012%2C+India","The text explicitly lists CT scans among the center's services, including pricing details."
"Midtown Diagnostics Pvt Ltd.","Shop 9/9a, Gate no 2, Mava Wala Building, opp. KEM Hospital, Parel East, Parel, Mumbai, Maharashtra 400012, India","022 6121 5455","","https://www.google.com/maps/search/?api=1&query=Midtown+Diagnostics+Pvt+Ltd.+Shop+9%2F9a%2C+Gate+no+2%2C+Mava+Wala+Building%2C+opp.+KEM+Hospital%2C+Parel+East%2C+Parel%2C+Mumbai%2C+Maharashtra+400012%2C+India","The text confirms the center offers a range of services that explicitly includes CT Scans."
"Echopoint Annexe Imaging Centre","2, Dada Bhai Chamer Baug Wala Rd, Parel East, Parel, Mumbai, Maharashtra 400012, India","Information not available","","https://www.google.com/maps/search/?api=1&query=Echopoint+Annexe+Imaging+Centre+2%2C+Dada+Bhai+Chamer+Baug+Wala+Rd%2C+Parel+East%2C+Parel%2C+Mumbai%2C+Maharashtra+400012%2C+India","The text states the center provides Computed Tomography Angiography (CTA), which is a specialized type of CT scan."
"NIDAN vista Hi-Tech Imaging Centre","Shop No-1, Lodha Rehab Building, Gate no-04, opp. KEM Hospital, Parel East, Parel, Mumbai, Maharashtra 400012, India","085917 68091","","https://www.google.com/maps/search/?api=1&query=NIDAN+vista+Hi-Tech+Imaging+Centre+Shop+No-1%2C+Lodha+Rehab+Building%2C+Gate+no-04%2C+opp.+KEM+Hospital%2C+Parel+East%2C+Parel%2C+Mumbai%2C+Maharashtra+400012%2C+India","The text confirms the center offers a range of imaging services that include CT scans."
"Meesha Diagnostics and Polyclinic","La View, 1st floor, Mahalaxmi East, Bapurao Jagtap Marg, Kasturba Quarters, Jacob Circle, Mumbai, Maharashtra 400011, India.","077100 84305","","https://www.google.com/maps/search/?api=1&query=Meesha+Diagnostics+and+Polyclinic+La+View%2C+1st+floor%2C+Mahalaxmi+East%2C+Bapurao+Jagtap+Marg%2C+Kasturba+Quarters%2C+Jacob+Circle%2C+Mumbai%2C+Maharashtra+400011%2C+India.","The text confirms the center offers a '128 Slice Cardiac CT' and 'whole body Spiral CT'."
"Picture This by Jankharia - Whole Body PET & 3T MRI Centre","Kamala Mills Compound, Unit No: 2, Ground Floor, Trade Garden Building, Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra 400013, India.","022 6617 4444","Dr. Jankharia","https://www.google.com/maps/search/?api=1&query=Picture+This+by+Jankharia+-+Whole+Body+PET+%26+3T+MRI+Centre+Kamala+Mills+Compound%2C+Unit+No%3A+2%2C+Ground+Floor%2C+Trade+Garden+Building%2C+Senapati+Bapat+Marg%2C+Lower+Parel%2C+Mumbai%2C+Maharashtra+400013%2C+India.","The text states this center offers a range of imaging procedures, including 'CT scans', 'cardiac CT', and 'PET-CT'."
"Primacare Diagnostics","Ambavat Bhawan, 217/1, NM Joshi Marg, near Janta club, opp. Marathon Futurex, BDD Chawl, Lower Parel, Mumbai, Maharashtra 400013, India.","022 4971 0036","","https://www.google.com/maps/search/?api=1&query=Primacare+Diagnostics+Ambavat+Bhawan%2C+217%2F1%2C+NM+Joshi+Marg%2C+near+Janta+club%2C+opp.+Marathon+Futurex%2C+BDD+Chawl%2C+Lower+Parel%2C+Mumbai%2C+Maharashtra+400013%2C+India.","The text confirms that the center offers CT scans to diagnose various conditions like heart disease and cancers."
"Picture This Imaging by Dr. Jankharia","Bhaveshwar Vihar, 383, Sardar Vallabhbhai Patel Rd, opposite Vanita Vishram, Charni Road East, Khetwadi, Girgaon, Mumbai, Maharashtra 400004, India.","022 6617 3333","Dr. Jankharia","https://www.google.com/maps/search/?api=1&query=Picture+This+Imaging+by+Dr.+Jankharia+Bhaveshwar+Vihar%2C+383%2C+Sardar+Vallabhbhai+Patel+Rd%2C+opposite+Vanita+Vishram%2C+Charni+Road+East%2C+Khetwadi%2C+Girgaon%2C+Mumbai%2C+Maharashtra+400004%2C+India.","The text confirms the center provides services for 'CT Guided Biopsies', a procedure that requires a CT scanner."
"Pratham MRI and CT Scan Centre","Shop no. 1 n 2, Salasar Commercial Centre Same building of Meera Banquet, Phatak Rd, near Reliance Energy, Bhayandar, Qamar Park, Bhayandar East, Mira Bhayandar, Maharashtra 401105, India.","097696 06776","","https://www.google.com/maps/search/?api=1&query=Pratham+MRI+and+CT+Scan+Centre+Shop+no.+1+n+2%2C+Salasar+Commercial+Centre+Same+building+of+Meera+Banquet%2C+Phatak+Rd%2C+near+Reliance+Energy%2C+Bhayandar%2C+Qamar+Park%2C+Bhayandar+East%2C+Mira+Bhayandar%2C+Maharashtra+401105%2C+India.","The center's name includes 'CT Scan Centre' and the text confirms it offers CT scans like CT Urography and CT Whole Body Scan."
"JEEYO PET CT & NUCLEAR IMAGING CENTRE","Sarvodaya Hospital Premises, Lal Bahadur Shastri Marg, Gandhi Nagar, Kirti Vihar, Ghatkopar West, Mumbai, Maharashtra 400086, India.","099675 26768","","https://www.google.com/maps/search/?api=1&query=JEEYO+PET+CT+%26+NUCLEAR+IMAGING+CENTRE+Sarvodaya+Hospital+Premises%2C+Lal+Bahadur+Shastri+Marg%2C+Gandhi+Nagar%2C+Kirti+Vihar%2C+Ghatkopar+West%2C+Mumbai%2C+Maharashtra+400086%2C+India.","The center's name includes 'PET CT' and the text explicitly states that it offers 'PET/CT scans'."
"QUANTUM HITECH IMAGING","ATHARVA BUILDING ,G1 Situated at, Mira Bhayander Link Rd, behind Payyade Residency, Phase Number 8, Geeta Nagar, Mira Road East, Thane, Mira Bhayandar, Maharashtra 401107, India.","080 6246 3180","","https://www.google.com/maps/search/?api=1&query=QUANTUM+HITECH+IMAGING+ATHARVA+BUILDING+%2CG1+Situated+at%2C+Mira+Bhayander+Link+Rd%2C+behind+Payyade+Residency%2C+Phase+Number+8%2C+Geeta+Nagar%2C+Mira+Road+East%2C+Thane%2C+Mira+Bhayandar%2C+Maharashtra+401107%2C+India.","The text explicitly states that Quantum Hitech Imaging offers advanced medical imaging services, including 'CT scans'."
"Picture This by Jankharia","Kamala Mills Compound, Unit No: 2, Ground Floor, Trade Garden Building, Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra 400013, India.","022 6617 4444","","https://www.google.com/maps/search/?api=1&query=Picture+This+by+Jankharia+Kamala+Mills+Compound%2C+Unit+No%3A+2%2C+Ground+Floor%2C+Trade+Garden+Building%2C+Senapati+Bapat+Marg%2C+Lower+Parel%2C+Mumbai%2C+Maharashtra+400013%2C+India.","The center's listed services include 'CT Guided Biopsies', which confirms the presence of a CT scanner."
"AV SCAN","Ground Floor, Shilpa Apartments Opposite Silver Apartment, Shankar Ghanekar Marg Dadar, Prabhadevi, M.B Kowli Wadi, Dadar West, Worli, Mumbai, Maharashtra 400028, India.","098200 51511","","https://www.google.com/maps/search/?api=1&query=AV+SCAN+Ground+Floor%2C+Shilpa+Apartments+Opposite+Silver+Apartment%2C+Shankar+Ghanekar+Marg+Dadar%2C+Prabhadevi%2C+M.B+Kowli+Wadi%2C+Dadar+West%2C+Worli%2C+Mumbai%2C+Maharashtra+400028%2C+India.","The text explicitly states that AV SCAN's services include 'CT Scans'."
"Chitra Scan Centre","172/A, Sanjeevane, Mahatma Jyotiba Phule Marg, Old BDD Chawl, Bhoiwada, Dadar East, Behind Dadar Fire Station, Old bdd chawl, Naigaon, Dadar, Mumbai, Maharashtra 400014, India.","091376 72781","","https://www.google.com/maps/search/?api=1&query=Chitra+Scan+Centre+172/A, Sanjeevane, Mahatma Jyotiba Phule Marg, Old BDD Chawl, Bhoiwada, Dadar East, Behind Dadar Fire Station, Old bdd chawl, Naigaon, Dadar, Mumbai, Maharashtra 400014, India.","The text explicitly lists 'CT scans' as one of the imaging services offered by the center."
"Healthlink Diagnostics & Solutions Pvt. Ltd.","Shop No. 6, Patel Building, Plot No. 223, Dr Babasaheb Ambedkar Rd, near Samarth Hotel, Hindmata, Radhika Saikripa Co-op Society, Dadar East, Landmark:, Mumbai, Maharashtra 400014, India.","097699 12116","","https://www.google.com/maps/search/?api=1&query=Healthlink+Diagnostics+%26+Solutions+Pvt.+Ltd.+Shop No. 6, Patel Building, Plot No. 223, Dr Babasaheb Ambedkar Rd, near Samarth Hotel, Hindmata, Radhika Saikripa Co-op Society, Dadar East, Landmark:, Mumbai, Maharashtra 400014, India.","The center's listed services include 'high-resolution CT scans' and 'PET CT scans'."
"Infinity Medical Centre 2","Koch's House, Jerbai Wadia Rd, MHADA Colony, Sewri, Mumbai, Maharashtra 400015, India.","080921 21212","","https://www.google.com/maps/search/?api=1&query=Infinity+Medical+Centre+2+Koch's House, Jerbai Wadia Rd, MHADA Colony, Sewri, Mumbai, Maharashtra 400015, India.","The text states that the center is 'equipped with CT and MRI scanners' and also offers PET CT services."
"Central Diagnostic Centre","Municipal Shop, 3, R.A. Kidwai Marg, Madhav Nagar, Wadala, Mumbai, Maharashtra 400031, India.","093228 56934","","https://www.google.com/maps/search/?api=1&query=Central+Diagnostic+Centre+Municipal Shop, 3, R.A. Kidwai Marg, Madhav Nagar, Wadala, Mumbai, Maharashtra 400031, India.","The list of diagnostic services provided for this center explicitly includes 'CT scans'."
"Tata Memorial Hospital","Homi Babha Building, Dr Ernest Borges Rd, Parel East, Parel, Mumbai, Maharashtra 400012, India.","022 2417 7000","","https://www.google.com/maps/search/?api=1&query=Tata+Memorial+Hospital+Homi+Babha+Building%2C+Dr+Ernest+Borges+Rd%2C+Parel+East%2C+Parel%2C+Mumbai%2C+Maharashtra+400012%2C+India.","The text confirms the hospital is equipped with advanced diagnostic imaging facilities, which include CT scanners."
"KEM Hospital","Acharya Donde Marg, Parel East, Parel, Mumbai, Maharashtra 400012, India.","022 2410 7000","","https://www.google.com/maps/search/?api=1&query=KEM+Hospital+Acharya+Donde+Marg%2C+Parel+East%2C+Parel%2C+Mumbai%2C+Maharashtra+400012%2C+India.","The text mentions that the hospital's extensive facilities include comprehensive diagnostic imaging departments with CT scan capabilities."
"Fortis SL Raheja Hospital, Mahim","Raheja Rugnalaya Marg, Mahim West, Mahim, Mumbai, Maharashtra 400016, India","022 6884 6143","","https://www.google.com/maps/search/?api=1&query=Fortis+SL+Raheja+Hospital%2C+Mahim+Raheja+Rugnalaya+Marg%2C+Mahim+West%2C+Mahim%2C+Mumbai%2C+Maharashtra+400016%2C+India","The text explicitly states the hospital has a dedicated PET-CT imaging suite with a Siemens Biograph Vision 450 PET-CT scanner."
