Center Name,Address,Contact Details,Doctor Details,Google Maps Link,Reasoning
"HealthAssure - Mahalaxmi Hospital | Imaging And Diagnostics - CT SCANS","1932/A, 12th Ln, Near Vijay Pustakalya,Poorvarang,, Mahalaxminagar, near Vijay Pustakalya, Poorvarang, Rajarampuri, Kolhapur, Maharashtra 416008, India","099225 09227","","https://www.google.com/maps/search/?api=1&query=HealthAssure+-+Mahalaxmi+Hospital+%7C+Imaging+And+Diagnostics+-+CT+SCANS+1932%2FA%2C+12th+Ln%2C+Near+Vijay+Pustakalya%2CPoorvarang%2C%2C+Mahalaxminagar%2C+near+Vijay+Pustakalya%2C+Poorvarang%2C+Rajarampuri%2C+Kolhapur%2C+Maharashtra+416008%2C+India","The name of this center explicitly includes 'CT SCANS', confirming the service is offered."
"HealthAssure - Contacare Eye Hospital | Imaging And Diagnostics - CT SCANS","517/A1, E Ward, Ashoka Arcade, Plot No - 04, Nirman Chowk Ring Rd, Station Road, Kolhapur, Maharashtra 416007, India","098230 86366","","https://www.google.com/maps/search/?api=1&query=HealthAssure+-+Contacare+Eye+Hospital+%7C+Imaging+And+Diagnostics+-+CT+SCANS+517%2FA1%2C+E+Ward%2C+Ashoka+Arcade%2C+Plot+No+-+04%2C+Nirman+Chowk+Ring+Rd%2C+Station+Road%2C+Kolhapur%2C+Maharashtra+416007%2C+India","The text confirms the facility has a dedicated imaging and diagnostics department that provides CT scans."
"JAYSINGPUR C.T SCAN CENTER","Lane no 6, Lakshmi Rd, near by sanjeevan hospital, Patil Mala, Jaysingpur, Maharashtra 416101, India.","084463 63306","","https://www.google.com/maps/search/?api=1&query=JAYSINGPUR+C.T+SCAN+CENTER+Lane+no+6%2C+Lakshmi+Rd%2C+near+by+sanjeevan+hospital%2C+Patil+Mala%2C+Jaysingpur%2C+Maharashtra+416101%2C+India.","The center's name is 'JAYSINGPUR C.T SCAN CENTER' and its services include specializing in Cardiac CT Scans."
"SIDDHIVINAYAK IMAGING & INTERVATIONAL RADIOLOGY","Jaysingpur Shirol wadi road, Apte colony K K Zenith Building, Apte Colony, Jaysingpur, Maharashtra 416144, India.","Not available","","https://www.google.com/maps/search/?api=1&query=SIDDHIVINAYAK+IMAGING+%26+INTERVATIONAL+RADIOLOGY+Jaysingpur+Shirol+wadi+road%2C+Apte+colony+K+K+Zenith+Building%2C+Apte+Colony%2C+Jaysingpur%2C+Maharashtra+416144%2C+India.","The text explicitly states the center offers Computed Tomography (CT) scans and is equipped with a 128-slice multidetector CT scanner."
"Akshay Diagnostic Centre","1725, 5th Ln, opp. Civil Hospital Road, near Garpeer, Ganesh Nagar, Patrakar Nagar, Sangli, Maharashtra 416416, India.","0233 232 6823","","https://www.google.com/maps/search/?api=1&query=Akshay+Diagnostic+Centre+1725%2C+5th+Ln%2C+opp.+Civil+Hospital+Road%2C+near+Garpeer%2C+Ganesh+Nagar%2C+Patrakar+Nagar%2C+Sangli%2C+Maharashtra+416416%2C+India.","The text states that the center provides PET CT scans and has a dedicated PET CT department."
"HealthAssure - Mane Care Hospital | Imaging And Diagnostics - CT SCANS","10th Lane, Lakshmi Rd, behind S.T. Stand, Laxmi Nagar, Jaysingpur, Maharashtra 416101, India","095118 59362","","https://www.google.com/maps/search/?api=1&query=HealthAssure+-+Mane+Care+Hospital+%7C+Imaging+And+Diagnostics+-+CT+SCANS+10th+Lane%2C+Lakshmi+Rd%2C+behind+S.T.+Stand%2C+Laxmi+Nagar%2C+Jaysingpur%2C+Maharashtra+416101%2C+India","The center's name and description explicitly list 'CT SCANS' as one of its provided services."
"HealthAssure - Mane Care Hospital | Imaging And Diagnostics - CT SCANS","10th Lane, Lakshmi Rd, behind S.T. Stand, Laxmi Nagar, Jaysingpur, Maharashtra 416101, India.","095118 59362","","https://www.google.com/maps/search/?api=1&query=HealthAssure+-+Mane+Care+Hospital+%7C+Imaging+And+Diagnostics+-+CT+SCANS+10th+Lane,+Lakshmi+Rd,+behind+S.T.+Stand,+Laxmi+Nagar,+Jaysingpur,+Maharashtra+416101,+India.","The center's name includes ""CT SCANS"" and the text explicitly states it provides services ""including CT scans."""
"KIMS-UAIMS Hospital, Sangli","Ushahkal Abhinav Specialty Hospital, behind sai mandir 100ft road, front of Takshila School, Dhamani Rd, Sangli, Maharashtra 416416, India","+91-096997 72402","","https://www.google.com/maps/search/?api=1&query=KIMS-UAIMS+Hospital%2C+Sangli+Ushahkal+Abhinav+Specialty+Hospital%2C+behind+sai+mandir+100ft+road%2C+front+of+Takshila+School%2C+Dhamani+Rd%2C+Sangli%2C+Maharashtra+416416%2C+India","The text explicitly states that the hospital's radiology department offers a variety of services, including CT scans."
"KIMS-UAIMS Hospital, Sangli","Ushahkal Abhinav Specialty Hospital, behind sai mandir 100ft road, front of Takshila School, Dhamani Rd, Sangli, Maharashtra 416416, India","096997 72402","","https://www.google.com/maps/search/?api=1&query=KIMS-UAIMS+Hospital%2C+Sangli+Ushahkal+Abhinav+Specialty+Hospital%2C+behind+sai+mandir+100ft+road%2C+front+of+Takshila+School%2C+Dhamani+Rd%2C+Sangli%2C+Maharashtra+416416%2C+India","The text explicitly states that the hospital is equipped with advanced diagnostic tools, including CT scans and specialized services like Cardiac CT scans."
"CITY DIAGNOSTIC CENTER","Ring Rd Kagal, Near Gajanan Indane, Hanbar Galli, Kagal, Maharashtra 416216, India.","02325 243 043","","https://www.google.com/maps/search/?api=1&query=CITY+DIAGNOSTIC+CENTER+Ring+Rd+Kagal%2C+Near+Gajanan+Indane%2C+Hanbar+Galli%2C+Kagal%2C+Maharashtra+416216%2C+India.","The text explicitly mentions that this center 'offers CT scan services'."
"Eureka Diagnostic Centre","Ford corner kolhapur 1410,C,Asiad Complex, Laxmipuri, Kolhapur, Maharashtra 416002, India","0231 264 6920","","https://www.google.com/maps/search/?api=1&query=Eureka+Diagnostic+Centre+Ford+corner+kolhapur+1410%2CC%2CAsiad+Complex%2C+Laxmipuri%2C+Kolhapur%2C+Maharashtra+416002%2C+India","The text explicitly states that the center ""offers CT Scan and MRI services""."
"SM Diagnostic Centre","198/A/E Ward, near गीता मंदिर, Kawala Naka, कदमवाडी, कोल्हापूर, महाराष्ट्र 416003, India.","0231 265 6507","","https://www.google.com/maps/search/?api=1&query=SM+Diagnostic+Centre+198%2FA%2FE+Ward%2C+near+%E0%A4%97%E0%A5%80%E0%A4%A4%E0%A4%BE+%E0%A4%AE%E0%A4%82%E0%A4%A6%E0%A4%BF%E0%A4%B0%2C+Kawala+Naka%2C+%E0%A4%95%E0%A4%A6%E0%A4%AE%E0%A4%B5%E0%A4%BE%E0%A4%A1%E0%A5%80%2C+%E0%A4%95%E0%A5%8B%E0%A4%B2%E0%A5%8D%E0%A4%B9%E0%A4%BE%E0%A4%AA%E0%A5%82%E0%A4%B0%2C+%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%8D%E0%A4%B0+416003%2C+India.","The text states that this diagnostic center offers CT scans and MRI services."
"SM Diagnostic Centre","198/A/E Ward, near गीता मंदिर, Kawala Naka, कदमवाडी, कोल्हापूर, महाराष्ट्र 416003, India.","0231 265 6507","","https://www.google.com/maps/search/?api=1&query=SM+Diagnostic+Centre+198%2FA%2FE+Ward%2C+near+%E0%A4%97%E0%A5%80%E0%A4%A4%E0%A4%BE+%E0%A4%AE%E0%A4%82%E0%A4%A6%E0%A4%BF%E0%A4%B0%2C+Kawala+Naka%2C+%E0%A4%95%E0%A4%A6%E0%A4%AE%E0%A4%B5%E0%A4%BE%E0%A4%A1%E0%A5%80%2C+%E0%A4%95%E0%A5%8B%E0%A4%B2%E0%A5%8D%E0%A4%B9%E0%A4%BE%E0%A4%AA%E0%A5%82%E0%A4%B0%2C+%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%8D%E0%A4%B0+416003%2C+India.","The text confirms that online appointment booking for CT scans is available at this center."
"Pratham MRI and CT Scan Centre","Shop no. 1 n 2, Salasar Commercial Centre, Same building of Meera Banquet, Phatak Rd, near Reliance Energy, Bhayandar, Qamar Park, Bhayandar East, Mira Bhayandar, Maharashtra 401105, India","097696 06776","","https://www.google.com/maps/search/?api=1&query=Pratham+MRI+and+CT+Scan+Centre+Shop+no.+1+n+2%2C+Salasar+Commercial+Centre%2C+Same+building+of+Meera+Banquet%2C+Phatak+Rd%2C+near+Reliance+Energy%2C+Bhayandar%2C+Qamar+Park%2C+Bhayandar+East%2C+Mira+Bhayandar%2C+Maharashtra+401105%2C+India","The text states that this center offers a wide range of imaging services, explicitly including CT scans."
"Karelibaug Diagnostic Centre","3, VIP Rd, opposite to SBI Bank, Virnagar Society, Veer Nagar 1, Karelibagh, Vadodara, Gujarat 390018, India","091640 00417","","https://www.google.com/maps/search/?api=1&query=Karelibaug+Diagnostic+Centre+3%2C+VIP+Rd%2C+opposite+to+SBI+Bank%2C+Virnagar+Society%2C+Veer+Nagar+1%2C+Karelibagh%2C+Vadodara%2C+Gujarat+390018%2C+India","The text confirms the center offers a comprehensive range of diagnostic imaging, which includes CT scans."
"Sunrise Diagnostics","Ground Floor,Building ,Karvenagar, THE BUSINESS HUB, 2, Karve Rd, Opposite Mirch Masala Hotel, Near Vandevi Mandir, Happy Colony, Kothrud, Pune, Maharashtra 411052, India","090285 66644","","https://www.google.com/maps/search/?api=1&query=Sunrise+Diagnostics+Ground+Floor%2CBuilding+%2CKarvenagar%2C+THE+BUSINESS+HUB%2C+2%2C+Karve+Rd%2C+Opposite+Mirch+Masala+Hotel%2C+Near+Vandevi+Mandir%2C+Happy+Colony%2C+Kothrud%2C+Pune%2C+Maharashtra+411052%2C+India","The description for this center explicitly mentions that it provides CT scans for both adults and children."
"Sunrise Diagnostics, Sonography, Xray, CT Scan, Blood test in kothurd Pune","Ground Floor,Building ,Karvenagar, THE BUSINESS HUB, 2, Karve Rd, Opposite Mirch Masala Hotel, Near Vandevi Mandir, Happy Colony, Kothrud, Pune, Maharashtra 411052, India","090285 66644, 9028801188, 9028566611","","https://www.google.com/maps/search/?api=1&query=Sunrise+Diagnostics%2C+Sonography%2C+Xray%2C+CT+Scan%2C+Blood+test+in+kothurd+Pune+Ground+Floor%2CBuilding+%2CKarvenagar%2C+THE+BUSINESS+HUB%2C+2%2C+Karve+Rd%2C+Opposite+Mirch+Masala+Hotel%2C+Near+Vandevi+Mandir%2C+Happy+Colony%2C+Kothrud%2C+Pune%2C+Maharashtra+411052%2C+India","The center's name includes 'CT Scan' and the text confirms it provides specific CT scan services like CT Brain and CT Abdomen."
"DR KITTURES EUREKA DIAGNOSTIC PRIVATE LIMITED","D MART ROAD, behind APNA BAZAR, near UTTAMPRAKASH THEATRE, Mahadev Nagar, Ichalkaranji, Maharashtra 416115, India.","0230 242 6615","","https://www.google.com/maps/search/?api=1&query=DR+KITTURES+EUREKA+DIAGNOSTIC+PRIVATE+LIMITED+D+MART+ROAD%2C+behind+APNA+BAZAR%2C+near+UTTAMPRAKASH+THEATRE%2C+Mahadev+Nagar%2C+Ichalkaranji%2C+Maharashtra+416115%2C+India.","The text confirms this center has a CT scanner by stating it is listed under the 'CT Scan Centres' category."
"Islampur MRI and CT Scan Centre","27X4+67P, Shastri Nagar, Shivnagar, Uran Islampur, Maharashtra 415409, India","Not available.","","https://www.google.com/maps/search/?api=1&query=Islampur+MRI+and+CT+Scan+Centre+27X4%2B67P%2C+Shastri+Nagar%2C+Shivnagar%2C+Uran+Islampur%2C+Maharashtra+415409%2C+India","The center's name, 'Islampur MRI and CT Scan Centre', and its service description confirm that it specializes in CT scans."
"Apple Saraswati Multispeciality Hospital","804/2, 805/2, E Ward, Circuit House To Kadamwadi Road, Bhosalewadi, Tarabai Park, Kolhapur, Maharashtra 416003, India","0231 268 8888","","https://www.google.com/maps/search/?api=1&query=Apple+Saraswati+Multispeciality+Hospital+804%2F2%2C+805%2F2%2C+E+Ward%2C+Circuit+House+To+Kadamwadi+Road%2C+Bhosalewadi%2C+Tarabai+Park%2C+Kolhapur%2C+Maharashtra+416003%2C+India","The text states this multispeciality hospital is equipped with a 128-slice CT scanner."
"krystal CT scan & Sonography Center","Shahu Mill Road, Kolhapur, 416210","086864 66464","","https://www.google.com/maps/search/?api=1&query=krystal+CT+scan+%26+Sonography+Center+Shahu+Mill+Road%2C+Kolhapur%2C+416210","The center's name includes 'CT scan' and the text explicitly states it offers CT scans as part of its services."
"Sai Diagnostic Centre And Sai Scans","Shahupuri, Kolhapur, 416210","0231 266 8089","","https://www.google.com/maps/search/?api=1&query=Sai+Diagnostic+Centre+And+Sai+Scans+Shahupuri%2C+Kolhapur%2C+416210","The text confirms that the center provides a range of services including 'whole body and 3D CT scans'."
"Aster Aadhar Hospital","Shastri Nagar, Kolhapur, 416210","0231 662 2555","","https://www.google.com/maps/search/?api=1&query=Aster+Aadhar+Hospital+Shastri+Nagar%2C+Kolhapur%2C+416210","The text states that the hospital's radiology department is equipped with a multislice CT scanner."
"Apex CT scan","39B, Bhagat Singh Rd, near Warana Bazar, Gandhinagar, Gadhinglaj, Maharashtra 416502, India.","094499 43474, 096375 86633","","https://www.google.com/maps/search/?api=1&query=Apex+CT+scan+39B%2C+Bhagat+Singh+Rd%2C+near+Warana+Bazar%2C+Gandhinagar%2C+Gadhinglaj%2C+Maharashtra+416502%2C+India.","The text states that the associated Apex Health Care has CT scan services available and utilizes a 16-slice CT scanner."
"APEX CT & Diagnostic Centre","Hotel Erijik, Ajara Rad & ChurchRoad Corner, near Dr B S Patil Hospital, Gandhinagar, Gadhinglaj, Maharashtra 416502, India.","094499 43474, 096375 86633","","https://www.google.com/maps/search/?api=1&query=APEX+CT+%26+Diagnostic+Centre+Hotel+Erijik%2C+Ajara+Rad+%26+ChurchRoad+Corner%2C+near+Dr+B+S+Patil+Hospital%2C+Gandhinagar%2C+Gadhinglaj%2C+Maharashtra+416502%2C+India.","The text confirms that the associated Apex Health Care group provides a wide array of CT scans and has a CT scanner available."
"HealthAssure - Bardeskar Hospital","Ajarav Road, near Parathana Road, Gadhinglaj, Maharashtra 416502, India.","02327 224 488","","https://www.google.com/maps/search/?api=1&query=HealthAssure+-+Bardeskar+Hospital+Ajarav+Road%2C+near+Parathana+Road%2C+Gadhinglaj%2C+Maharashtra+416502%2C+India.","The text explicitly lists 'CT scans' as one of the services offered by this facility."
"Western India Institute of Neurosciences","182/83 B, Bawada Road, Near Mahaveer College, Nagala Park, Ramanmala, Kolhapur, Maharashtra 416002, India","094219 14040","","https://www.google.com/maps/search/?api=1&query=Western+India+Institute+of+Neurosciences+182%2F83+B%2C+Bawada+Road%2C+Near+Mahaveer+College%2C+Nagala+Park%2C+Ramanmala%2C+Kolhapur%2C+Maharashtra+416002%2C+India","The text confirms the institute is ""equipped with a Multislice Toshiba Spiral CT Scanner""."
"Chinmay MRI Scan","Ashta - Tasgaon Rd, Kalgaonkar Wada, Tasgaon, Maharashtra 416312, India","Not specified.","","https://www.google.com/maps/search/?api=1&query=Chinmay+MRI+Scan+Ashta+-+Tasgaon+Rd%2C+Kalgaonkar+Wada%2C+Tasgaon%2C+Maharashtra+416312%2C+India","The description explicitly states the center ""also provides CT scan services, including cardiac CT""."
"City Pride Multispeciality Hospital","Ring Road, in front of city Diagnostic Center, Hanbar Galli, Kagal, Maharashtra 416216, India.","02325 243 005","","https://www.google.com/maps/search/?api=1&query=City+Pride+Multispeciality+Hospital+Ring+Road,+in+front+of+city+Diagnostic+Center,+Hanbar+Galli,+Kagal,+Maharashtra+416216,+India.","The text states that the hospital's range of services includes CT scans."
"Siddhagiri Hospital & Research Center","Kolhapur, Panchashil Nagar, Kaneri, Maharashtra 416234, India.","0231 267 1774","","https://www.google.com/maps/search/?api=1&query=Siddhagiri+Hospital+&+Research+Center+Kolhapur,+Panchashil+Nagar,+Kaneri,+Maharashtra+416234,+India.","The text explicitly mentions that this hospital and research center offers CT scans."
"Disha Diagnostic Centre, Gadhinglaj","69C2+V32, Doctors Colony Rd, Doctor's Colony, Gadhinglaj, Maharashtra 416502, India","070572 24878","","https://www.google.com/maps/search/?api=1&query=Disha+Diagnostic+Centre%2C+Gadhinglaj+69C2%2BV32%2C+Doctors+Colony+Rd%2C+Doctor%27s+Colony%2C+Gadhinglaj%2C+Maharashtra+416502%2C+India","The text explicitly states that the center's diagnostic services include CT scans."
"Sankeshwar Scan Center","Nesari garden premises, Hukkeri Rd, beside Lalith kitchen, Sankeshwar, Karnataka 591313, India.","076760 29137","","https://www.google.com/maps/search/?api=1&query=Sankeshwar+Scan+Center+Nesari+garden+premises%2C+Hukkeri+Rd%2C+beside+Lalith+kitchen%2C+Sankeshwar%2C+Karnataka+591313%2C+India.","The text confirms the facility is a CT scanner provider by stating it is listed as a 'CT Scan Centre'."
"Gadhinglaj Scan & Diagnostic Center","besids hotel, avdhoot darshan, Gadhinglaj, Maharashtra 416502, India.","Not available","","https://www.google.com/maps/search/?api=1&query=Gadhinglaj+Scan+%26+Diagnostic+Center+besids+hotel%2C+avdhoot+darshan%2C+Gadhinglaj%2C+Maharashtra+416502%2C+India.","The text explicitly states that the 'Gadhinglaj Scan & Diagnostic Center offers CT scan services'."
"Krsnaa Diagnostic (Hattarki Hospital)","68CX+CJF, Bhadgaon road, near Ghali College, Gadhinglaj, Maharashtra 416502, India","096233 96233","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostic+(Hattarki+Hospital)+68CX%2BCJF%2C+Bhadgaon+road%2C+near+Ghali+College%2C+Gadhinglaj%2C+Maharashtra+416502%2C+India","The text lists 'CT scans' as one of the advanced diagnostic imaging services offered by the center."
"Krsnaa Diagnostic (Hattarki Hospital)","Bhadgaon road, near Ghali College, Gadhinglaj, Maharashtra 416502, India","096233 96233","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostic+%28Hattarki+Hospital%29+Bhadgaon+road%2C+near+Ghali+College%2C+Gadhinglaj%2C+Maharashtra+416502%2C+India","The text explicitly includes 'CT scans' in the list of services offered by the center."
