Center Name,Address,Contact Details,Doctor Details,Google Maps Link,Reasoning
"SAAKSHI DIAGNOSTICS","Ground Floor Bendre Height Opposite Lohagad Udyaan Bhangarwadi Chowk, Lonavala, Maharashtra 410401","090283 11541","","https://www.google.com/maps/search/?api=1&query=SAAKSHI+DIAGNOSTICS+Ground+Floor+Bendre+Height+Opposite+Lohagad+Udyaan+Bhangarwadi+Chowk,+Lonavala,+Maharashtra+410401","The text explicitly states that this center offers CT scan services."
"New Navjeevan Clinical Laboratory","Navjeevan clinical Lab Shop no.3, Swami samarth palace, near rachana gardens, Damodar Colony, Bhangarwadi, Lonavala, Kusgaon Budruk, Maharashtra 410401, India","Not provided","","https://www.google.com/maps/search/?api=1&query=New+Navjeevan+Clinical+Laboratory+Navjeevan+clinical+Lab+Shop+no.3,+Swami+samarth+palace,+near+rachana+gardens,+Damodar+Colony,+Bhangarwadi,+Lonavala,+Kusgaon+Budruk,+Maharashtra+410401,+India","The provided text states that this laboratory provides CT scan services."
"Sanjeevani Medical Foundation","Pandit Jawaharlal Nehru Rd, near Lonavala City, Siddharth Nagar, Lonavala, Maharashtra 410401","097624 56463","","https://www.google.com/maps/search/?api=1&query=Sanjeevani+Medical+Foundation+Pandit+Jawaharlal+Nehru+Rd,+near+Lonavala+City,+Siddharth+Nagar,+Lonavala,+Maharashtra+410401","The text confirms this multispecialty hospital is equipped with a CT scan facility."
"khopoli Ct Scan Centre","Q8MV+V33, Shastrinagar, Sri Swami Samarth Nagar, Khopoli, Maharashtra 410203","081778 80552","","https://www.google.com/maps/search/?api=1&query=khopoli+Ct+Scan+Centre+Q8MV+V33,+Shastrinagar,+Sri+Swami+Samarth+Nagar,+Khopoli,+Maharashtra+410203","The center's name, 'khopoli Ct Scan Centre', confirms the availability of a CT scanner."
"Khopoli CT Scan Centre","Q8MV+V33, Shastrinagar, Sri Swami Samarth Nagar, Khopoli, Maharashtra 410203, India","081778 80552","","https://www.google.com/maps/search/?api=1&query=Khopoli+CT+Scan+Centre+Q8MV%2BV33%2C+Shastrinagar%2C+Sri+Swami+Samarth+Nagar%2C+Khopoli%2C+Maharashtra+410203%2C+India","The introductory text states this center offers CT scan services and its name is 'Khopoli CT Scan Centre'."
"Shraddha City Scan","Damodar Colony, Bhangarwadi, Lonavala, Kusgaon Budruk, Maharashtra 410401, India","080 4806 0861","","https://www.google.com/maps/search/?api=1&query=Shraddha+City+Scan+Damodar+Colony%2C+Bhangarwadi%2C+Lonavala%2C+Kusgaon+Budruk%2C+Maharashtra+410401%2C+India","The text explicitly states that 'Shraddha City Scan offers CT scan services'."
"Lonavla Diagnostic Center","near parmar hospital, Siddharth Nagar, Lonavala, Maharashtra 410401, India","073509 90063","","https://www.google.com/maps/search/?api=1&query=Lonavla+Diagnostic+Center+near+parmar+hospital%2C+Siddharth+Nagar%2C+Lonavala%2C+Maharashtra+410401%2C+India","The provided text explicitly states that this diagnostic center 'specializes in CT scans'."
"SAAKSHI DIAGNOSTICS (Lonavala)","Ground Floor Bendre Height Opposite Lohagad Udyaan Bhangarwadi Chowk, Lonavala Tal, Dist, Maval, Lonavala, Kusgaon Budruk, Maharashtra 410401, India.","090283 11541","","https://www.google.com/maps/search/?api=1&query=SAAKSHI+DIAGNOSTICS+%28Lonavala%29+Ground+Floor+Bendre+Height+Opposite+Lohagad+Udyaan+Bhangarwadi+Chowk%2C+Lonavala+Tal%2C+Dist%2C+Maval%2C+Lonavala%2C+Kusgaon+Budruk%2C+Maharashtra+410401%2C+India.","The text explicitly states that this diagnostic center offers 'CT scans' in its list of services."
"Shraddha City Scan","PCW7+768, Damodar Colony, Bhangarwadi, Kusgaon Budruk, Maharashtra 410401, India.","093701 77199","","https://www.google.com/maps/search/?api=1&query=Shraddha+City+Scan+PCW7%2B768%2C+Damodar+Colony%2C+Bhangarwadi%2C+Kusgaon+Budruk%2C+Maharashtra+410401%2C+India.","The center's listed services include 'advanced CT scans', such as CT angiography and arthrogram CT scans."
"Inamdar MRI CT Scan Diagnostic Center","B-101, Basement Floor, Inamdar Hospital, Fatima Nagar, Wanowrie, Pune, Maharashtra 411013, India","077220 30082","","https://www.google.com/maps/search/?api=1&query=Inamdar+MRI+CT+Scan+Diagnostic+Center+B-101%2C+Basement+Floor%2C+Inamdar+Hospital%2C+Fatima+Nagar%2C+Wanowrie%2C+Pune%2C+Maharashtra+411013%2C+India","The center's name includes 'CT Scan' and the description explicitly states they provide 'CT scans (Computed Tomography)'."
"Star Imaging Deccan | MRI CT X-ray","Joshi Hospital Campus Opposite Kamla Nehru Park, Erandwane, Pune, Maharashtra 411004, India","079 4261 1126","","https://www.google.com/maps/search/?api=1&query=Star+Imaging+Deccan+%7C+MRI+CT+X-ray+Joshi+Hospital+Campus+Opposite+Kamla+Nehru+Park%2C+Erandwane%2C+Pune%2C+Maharashtra+411004%2C+India","The text states the center is equipped with advanced imaging technology, including MRI and CT scanners."
"Poona Diagnostic Services - CT Scan in Pune","Poona Hospital And Research Centre 27, Sadashiv Peth, Nr. Alka Talkies, Ganjwe Wadi, Sadashiv Peth, Pune, Maharashtra 411030, India","080557 83683","","https://www.google.com/maps/search/?api=1&query=Poona+Diagnostic+Services+-+CT+Scan+in+Pune+Poona+Hospital+And+Research+Centre+27%2C+Sadashiv+Peth%2C+Nr.+Alka+Talkies%2C+Ganjwe+Wadi%2C+Sadashiv+Peth%2C+Pune%2C+Maharashtra+411030%2C+India","The text explicitly states the center's 'CT scan department is equipped with a state-of-the-art VCT 64 CT scanner'."
"Vintage Diagnostic Centre- Best Sonography, CT Scan, X-Ray & HSG.","Ground Floor, Shri Krishna Apartment, Chowk, Samrjya Housing Society, Kate Puram, Pimple Gurav, Pune, Pimpri-Chinchwad, Maharashtra 411061, India","091721 77662","","https://www.google.com/maps/search/?api=1&query=Vintage+Diagnostic+Centre-+Best+Sonography%2C+CT+Scan%2C+X-Ray+%26+HSG.+Ground+Floor%2C+Shri+Krishna+Apartment%2C+Chowk%2C+Samrjya+Housing+Society%2C+Kate+Puram%2C+Pimple+Gurav%2C+Pune%2C+Pimpri-Chinchwad%2C+Maharashtra+411061%2C+India","The center's name includes 'CT Scan' and its description confirms it offers imaging services including 'CT scans'."
"Raaya Diagnostic Centre","Gr floor, Kamalraj Datta Vihar Society, Central, Dehu - Moshi Rd, near Priyadarshini High School, MIDC, Moshi, Pimpri-Chinchwad, Maharashtra 411070, India","093228 22962","","https://www.google.com/maps/search/?api=1&query=Raaya+Diagnostic+Centre+Gr+floor%2C+Kamalraj+Datta+Vihar+Society%2C+Central%2C+Dehu+-+Moshi+Rd%2C+near+Priyadarshini+High+School%2C+MIDC%2C+Moshi%2C+Pimpri-Chinchwad%2C+Maharashtra+411070%2C+India","The center is explicitly described as offering the 'Best CT scan' among its services."
"Unicare Hospital","Chakan - Talegoan Road, Nanekarwadi, Chakan Pune - 410501, Maharashtra","+91- 9225067094","","https://www.google.com/maps/search/?api=1&query=Unicare+Hospital+Chakan+-+Talegoan+Road%2C+Nanekarwadi%2C+Chakan+Pune+-+410501%2C+Maharashtra","The text states that the hospital provides CT scan services and lists specific types available, such as Brain Scans and HRCT Thorax Scans."
"MOSHI CT SCAN CENTRE","Alandi - Moshi Rd, near Mauli Multi-speciality Hospital, Moshi Gaon, Moshi, Pune, Pimpri-Chinchwad, Maharashtra 411070, India","Open 24 hours","","https://www.google.com/maps/search/?api=1&query=MOSHI+CT+SCAN+CENTRE+Alandi+-+Moshi+Rd%2C+near+Mauli+Multi-speciality+Hospital%2C+Moshi+Gaon%2C+Moshi%2C+Pune%2C+Pimpri-Chinchwad%2C+Maharashtra+411070%2C+India","The name of the center, 'MOSHI CT SCAN CENTRE', definitively confirms the availability of a CT scanner."
"Krsnaa Diagnostics - Lokmanya Hospital Nigdi","Sector No. 24, Pradhikaran, Nigdi, Pimpri-Chinchwad, Maharashtra 411044, India","020 6814 6814","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+-+Lokmanya+Hospital+Nigdi+Sector+No.+24%2C+Pradhikaran%2C+Nigdi%2C+Pimpri-Chinchwad%2C+Maharashtra+411044%2C+India","The text confirms the center offers various types of CT scans and has multiple CT scan systems, including 64 and 128 slice machines."
"Dr. Kathe Diagnostic Center","Mahtre Wadi, Narayangaon, Maharashtra 410504, India.","098501 43288","Dr. Kathe","https://www.google.com/maps/search/?api=1&query=Dr.+Kathe+Diagnostic+Center+Mahtre+Wadi%2C+Narayangaon%2C+Maharashtra+410504%2C+India.","The text explicitly lists 'CT scans' as one of the imaging services offered by this center."
"CITI DIAGNOSTIC CENTRE","ground floor, Vedant Apartment, Khodad Rd, near Kawade hospital, Mahtre Wadi, Narayangaon, Maharashtra 410504, India.","070282 06004","","https://www.google.com/maps/search/?api=1&query=CITI+DIAGNOSTIC+CENTRE+ground+floor%2C+Vedant+Apartment%2C+Khodad+Rd%2C+near+Kawade+hospital%2C+Mahtre+Wadi%2C+Narayangaon%2C+Maharashtra+410504%2C+India.","The text states that the center provides a range of diagnostic services, which explicitly includes 'CT scans'."
"Dr Kathe Diagnostic Centre (Manchar)","Pune - Nashik Hwy, Malwadi, Manchar, Maharashtra 410503, India.","088880 05866","Dr Kathe","https://www.google.com/maps/search/?api=1&query=Dr+Kathe+Diagnostic+Centre+%28Manchar%29+Pune+-+Nashik+Hwy%2C+Malwadi%2C+Manchar%2C+Maharashtra+410503%2C+India.","The provided text explicitly states that this center offers a range of imaging services, including CT scans."
"Dr. Kathe Diagnostic Centre - Manchar Branch","Pune - Nashik Hwy, Malwadi, Manchar, Maharashtra 410503, India.","088880 05866","","https://www.google.com/maps/search/?api=1&query=Dr.+Kathe+Diagnostic+Centre+-+Manchar+Branch+Pune+-+Nashik+Hwy,+Malwadi,+Manchar,+Maharashtra+410503,+India.","The text states that Dr. Kathe Diagnostic Centre provides services that include CT scans."
"Dr. Kathe Diagnostic Centre - Junnar Branch","Bodake Nagar, Junnar, Maharashtra 410502, India.","074100 08197","","https://www.google.com/maps/search/?api=1&query=Dr.+Kathe+Diagnostic+Centre+-+Junnar+Branch+Bodake+Nagar,+Junnar,+Maharashtra+410502,+India.","The text states that Dr. Kathe Diagnostic Centre provides services that include CT scans."
"Dr. Kathe Diagnostic Centre - Alephata Branch","Alephata, Maharashtra 412411, India.","098501 43288","","https://www.google.com/maps/search/?api=1&query=Dr.+Kathe+Diagnostic+Centre+-+Alephata+Branch+Alephata,+Maharashtra+412411,+India.","The text states that Dr. Kathe Diagnostic Centre provides services that include CT scans."
"Alpha Diagnostics","Arham Tower, 2nd floor, 52/1, Kharadi Nagar Road, Pune Nagar Rd, Near BRT Bus Stop, Shree Ram Society, Pune International Airport Area, Kharadi, Pune, Maharashtra 411014, India.","097637 18341","","https://www.google.com/maps/search/?api=1&query=Alpha+Diagnostics+Arham+Tower,+2nd+floor,+52/1,+Kharadi+Nagar+Road,+Pune+Nagar+Rd,+Near+BRT+Bus+Stop,+Shree+Ram+Society,+Pune+International+Airport+Area,+Kharadi,+Pune,+Maharashtra+411014,+India.","The text explicitly lists 'CT scans' as one of the advanced imaging techniques provided by the center."
"CT CARE DIAGNOSTIC CENTRE & CT SCAN","Pune - Nashik Hwy, near CENTRAL BANK, KHED, Rajgurunagar, Pune, Maharashtra 410505, India","096990 99216","","https://www.google.com/maps/search/?api=1&query=CT+CARE+DIAGNOSTIC+CENTRE+%26+CT+SCAN+Pune+-+Nashik+Hwy%2C+near+CENTRAL+BANK%2C+KHED%2C+Rajgurunagar%2C+Pune%2C+Maharashtra+410505%2C+India","The center's name explicitly includes the term '& CT SCAN', confirming the availability of this service."
"Shirur MRI & CT Scan Centre","Shivdarshan Complex, Nagar - Pune Rd, near Vighnaharta Hospital, Baburao Nagar, Shirur, Pune, Maharashtra 412210, India","091566 03862","","https://www.google.com/maps/search/?api=1&query=Shirur+MRI+%26+CT+Scan+Centre+Shivdarshan+Complex%2C+Nagar+-+Pune+Rd%2C+near+Vighnaharta+Hospital%2C+Baburao+Nagar%2C+Shirur%2C+Pune%2C+Maharashtra+412210%2C+India","The center's name includes '& CT Scan Centre' and the text confirms their services include CT scans."
"MRI AND CT-SCAN CENTRE SAAKSHI / SAAKSHI DIAGNOSTICS","Emerald, Old Mumbai - Pune Hwy, behind Sparsh Hospital, Tukaram Nagar, Talegaon Dabhade, Maharashtra 410506, India","078881 23458","","https://www.google.com/maps/search/?api=1&query=MRI+AND+CT-SCAN+CENTRE+SAAKSHI+%2F+SAAKSHI+DIAGNOSTICS+Emerald%2C+Old+Mumbai+-+Pune+Hwy%2C+behind+Sparsh+Hospital%2C+Tukaram+Nagar%2C+Talegaon+Dabhade%2C+Maharashtra+410506%2C+India","The text explicitly states that this center offers a variety of diagnostic services, including CT scans."
"Accurate MRI AND CT SCAN CENTRE","50, 6, Kadolkar Colony, Talegaon Dabhade, Maharashtra 410506, India","094235 07225","","https://www.google.com/maps/search/?api=1&query=Accurate+MRI+AND+CT+SCAN+CENTRE+50%2C+6%2C+Kadolkar+Colony%2C+Talegaon+Dabhade%2C+Maharashtra+410506%2C+India","The center's name includes 'CT SCAN CENTRE', and the text confirms this indicates it provides CT scan services."
"EnsoCare - Aundh (Nagras Road) 3T MRI Scan, CT Scan, XRay, Sonography, EEG, EMG/NCV, Pathology, 2D-Echo, Stress Test /TMT","First Floor, Vasundhara Space, Nagras Rd, near Rahul Restaurant, Ward No. 8, Aundh, Pune, Maharashtra 411067, India","091683 08686","","https://www.google.com/maps/search/?api=1&query=EnsoCare+-+Aundh+%28Nagras+Road%29+3T+MRI+Scan%2C+CT+Scan%2C+XRay%2C+Sonography%2C+EEG%2C+EMG%2FNCV%2C+Pathology%2C+2D-Echo%2C+Stress+Test+%2FTMT+First+Floor%2C+Vasundhara+Space%2C+Nagras+Rd%2C+near+Rahul+Restaurant%2C+Ward+No.+8%2C+Aundh%2C+Pune%2C+Maharashtra+411067%2C+India","The text confirms this center explicitly lists 'CT Scan' in its name and as one of its services."
"Pawana Hospital","Gat No- 167 Urse- Parandwadi Road, Taluka, near Talegaon Dabhade, Somatne Phata, Maval, Maharashtra 410506, India.","077220 49970","","https://www.google.com/maps/search/?api=1&query=Pawana+Hospital+Gat+No-+167+Urse-+Parandwadi+Road,+Taluka,+near+Talegaon+Dabhade,+Somatne+Phata,+Maval,+Maharashtra+410506,+India.","The text explicitly states that the hospital's Diagnosis & Imaging sector provides 24-hour CT scan services."
"Megavision Diagnostic Centre","1, KBS Rd, MIDC, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018, India.","088888 61223","","https://www.google.com/maps/search/?api=1&query=Megavision+Diagnostic+Centre+1,+KBS+Rd,+MIDC,+Pimpri+Colony,+Pimpri-Chinchwad,+Maharashtra+411018,+India.","The text confirms the center has 16-slice and 32-slice CT scans available and offers 24x7 emergency service for CT scans."
"Star Imaging Wakad | MRI CT X-ray","Solitaire Business Hub - Wakad, Chikhali - Kaspate Vasti BRTS Rd, opp. Ambience hotel, Vishnu Dev Nagar, Wakad, Pimpri-Chinchwad, Maharashtra 411057, India.","079 4261 1128","","https://www.google.com/maps/search/?api=1&query=Star+Imaging+Wakad+%7C+MRI+CT+X-ray+Solitaire+Business+Hub+-+Wakad,+Chikhali+-+Kaspate+Vasti+BRTS+Rd,+opp.+Ambience+hotel,+Vishnu+Dev+Nagar,+Wakad,+Pimpri-Chinchwad,+Maharashtra+411057,+India.","The center's name explicitly includes 'CT' and the provided text confirms it offers CT scan services."
"Tesla Hi-Tech- Imaging and Diagnostic Centre, CT Scan","Tesla Hi-Tech Imaging and Diagnostic Centre, CTS-5217/1, Indrani Nagar, Kharalwadi, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018, India.","091750 14994","","https://www.google.com/maps/search/?api=1&query=Tesla+Hi-Tech-+Imaging+and+Diagnostic+Centre,+CT+Scan+Tesla+Hi-Tech+Imaging+and+Diagnostic+Centre,+CTS-5217/1,+Indrani+Nagar,+Kharalwadi,+Pimpri+Colony,+Pimpri-Chinchwad,+Maharashtra+411018,+India.","The center's name includes 'CT Scan' and the text states that it offers CT scans as part of its services."
"Dr. Sabnis Diagnostic Centre","Station, Omkar Nagar, Yashwant Nagar, Talegaon Dabhade, Maharashtra 410507, India.","02114 228 704","Dr. Sabnis","https://www.google.com/maps/search/?api=1&query=Dr.+Sabnis+Diagnostic+Centre+Station%2C+Omkar+Nagar%2C+Yashwant+Nagar%2C+Talegaon+Dabhade%2C+Maharashtra+410507%2C+India.","A reviewer's comment confirms that this center offers CT scans."
"Krsnaa Diagnostics","Success Chamber, Shop No-6, Station, near Sevadham Hospital, Talegaon Dabhade, Maharashtra 410507, India.","097660 07339","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+Success+Chamber%2C+Shop+No-6%2C+Station%2C+near+Sevadham+Hospital%2C+Talegaon+Dabhade%2C+Maharashtra+410507%2C+India.","The text explicitly lists Krsnaa Diagnostics as a provider of CT Scan services."
"MRI AND CT-SCAN CENTRE SAAKSHI","Emerald, Old Mumbai - Pune Hwy, behind Sparsh Hospital, Tukaram Nagar, Talegaon Dabhade, Maharashtra 410506, India.","078881 23458","","https://www.google.com/maps/search/?api=1&query=MRI+AND+CT-SCAN+CENTRE+SAAKSHI+Emerald%2C+Old+Mumbai+-+Pune+Hwy%2C+behind+Sparsh+Hospital%2C+Tukaram+Nagar%2C+Talegaon+Dabhade%2C+Maharashtra+410506%2C+India.","The center's name explicitly includes 'CT-SCAN CENTRE', indicating the availability of the service."
"Pioneer Diagnostic Center","1st, 2nd Floor, Vishnu Arcade, Karve Rd, near Hotel Sheetal, near Karve Statue, Mayur Colony, Kothrud, Pune, Maharashtra 411038, India.","075077 73989","","https://www.google.com/maps/search/?api=1&query=Pioneer+Diagnostic+Center+1st%2C+2nd+Floor%2C+Vishnu+Arcade%2C+Karve+Rd%2C+near+Hotel+Sheetal%2C+near+Karve+Statue%2C+Mayur+Colony%2C+Kothrud%2C+Pune%2C+Maharashtra+411038%2C+India.","The text confirms that the center offers a wide array of diagnostic services, explicitly including ""CT scans."""
"Khopoli Ct Scan Centre","Shastrinagar, Khopoli, Maharashtra, India.","Not available","","https://www.google.com/maps/search/?api=1&query=Khopoli+Ct+Scan+Centre+Shastrinagar%2C+Khopoli%2C+Maharashtra%2C+India.","The text states that this center provides CT scans and magnetic resonance imaging (MRI)."
"Pioneer Diagnostic Center","1st, 2nd Floor, Vishnu Arcade, Karve Rd, near Hotel Sheetal, near Karve Statue, Mayur Colony, Kothrud, Pune, Maharashtra 411038, India.","075077 73989","","https://www.google.com/maps/search/?api=1&query=Pioneer+Diagnostic+Center+1st%2C+2nd+Floor%2C+Vishnu+Arcade%2C+Karve+Rd%2C+near+Hotel+Sheetal%2C+near+Karve+Statue%2C+Mayur+Colony%2C+Kothrud%2C+Pune%2C+Maharashtra+411038%2C+India.","The provided text lists CT scans as one of the range of services offered by the center."
"Krsnaa Diagnostics at Kamala Nehru Hospital","Survey No.35, R M O Quarters, Gandhinagar, Mangalwar Peth, Kasba Peth, Pune, Maharashtra 411011, India.","096233 96233","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+at+Kamala+Nehru+Hospital+Survey+No.35,+R+M+O+Quarters,+Gandhinagar,+Mangalwar+Peth,+Kasba+Peth,+Pune,+Maharashtra+411011,+India.","The text explicitly lists 'CT scans' as one of the imaging services provided by the center."
