Center Name,Address,Contact Details,Doctor Details,Google Maps Link,Reasoning
"Aureus Institute of Medical Sciences","Plot No 16, Medical College Rd, Opposite Rajabaksha Mandir, Wanjari Nagar, Nagpur, Maharashtra 440003, India.","0712 282 0311","","https://www.google.com/maps/search/?api=1&query=Aureus+Institute+of+Medical+Sciences+Plot+No+16,+Medical+College+Rd,+Opposite+Rajabaksha+Mandir,+Wanjari+Nagar,+Nagpur,+Maharashtra+440003,+India.","The text states that this hospital is equipped with a CT scanner."
"Max Super Speciality Hospital, Nagpur","232, Mankapur, Koradi Rd, Byramji Town, Nagpur, Maharashtra 440030, India.","0712 712 0000","","https://www.google.com/maps/search/?api=1&query=Max+Super+Speciality+Hospital,+Nagpur+232,+Mankapur,+Koradi+Rd,+Byramji+Town,+Nagpur,+Maharashtra+440030,+India.","The hospital is mentioned to have an 'Intra-Operative & Portable CT scanner' and also offers PET-CT scans."
"Insight Imaging & Endovascular Clinic","Shop No. 5 & 6, Ground Floor, Tajshree Towers, Umred Rd, Sakkardara, Ayurvedic Layout, Raghuji Nagar, Nagpur, Maharashtra 440024, India","076660 98708","","https://www.google.com/maps/search/?api=1&query=Insight+Imaging+%26+Endovascular+Clinic+Shop+No.+5+%26+6%2C+Ground+Floor%2C+Tajshree+Towers%2C+Umred+Rd%2C+Sakkardara%2C+Ayurvedic+Layout%2C+Raghuji+Nagar%2C+Nagpur%2C+Maharashtra+440024%2C+India","The text states that the clinic's variety of diagnostic imaging services includes 'CT scans'."
"Precision Scan & Research Centre Pvt. Ltd.","Abhyankar Marg, Dhantoli, Nagpur, Maharashtra 440012, India","0712 244 2488","","https://www.google.com/maps/search/?api=1&query=Precision+Scan+%26+Research+Centre+Pvt.+Ltd.+Abhyankar+Marg%2C+Dhantoli%2C+Nagpur%2C+Maharashtra+440012%2C+India","The text states that the center provides CT scans and specifically mentions a 'new slice cardiac CT scanner'."
"Insight Imaging & Endovascular Clinic","Shop No. 5 & 6, Ground Floor, Tajshree Towers, Umred Rd, Sakkardara, Ayurvedic Layout, Raghuji Nagar, Nagpur, Maharashtra 440024, India","076660 98708","","https://www.google.com/maps/search/?api=1&query=Insight+Imaging+%26+Endovascular+Clinic+Shop+No.+5+%26+6%2C+Ground+Floor%2C+Tajshree+Towers%2C+Umred+Rd%2C+Sakkardara%2C+Ayurvedic+Layout%2C+Raghuji+Nagar%2C+Nagpur%2C+Maharashtra+440024%2C+India","The text confirms that the clinic offers CT scans and other radiology services."
"Future Scan | Best CT Scan Diagnostic Center","Shop no-16, 17, Shriman Complex, beside Mount Carmel School, Lokmat Square, Dhantoli, Nagpur, Maharashtra 440012, India.","090963 76341","","https://www.google.com/maps/search/?api=1&query=Future+Scan+|+Best+CT+Scan+Diagnostic+Center+Shop+no-16,+17,+Shriman+Complex,+beside+Mount+Carmel+School,+Lokmat+Square,+Dhantoli,+Nagpur,+Maharashtra+440012,+India.","The center's name identifies it as a 'Best CT Scan Diagnostic Center' and its services explicitly include 'CT scans'."
"MRI, CT and Ultrasound Scan - Advanced Imaging Point","Nikalas Towers, Pushpkunj Commercial Complex, 18, Central Bazar Road, Near, Ramdaspeth, Nagpur, Maharashtra 440010, India.","0712 244 0872","","https://www.google.com/maps/search/?api=1&query=MRI%2C+CT+and+Ultrasound+Scan+-+Advanced+Imaging+Point+Nikalas+Towers%2C+Pushpkunj+Commercial+Complex%2C+18%2C+Central+Bazar+Road%2C+Near%2C+Ramdaspeth%2C+Nagpur%2C+Maharashtra+440010%2C+India.","The center's name includes 'CT' and the services list confirms they offer 'CT scans'."
"Future Scan | Best CT Scan Diagnostic Center","Shop no-16, 17, Shriman Complex, beside Mount Carmel School, Lokmat Square, Dhantoli, Nagpur, Maharashtra 440012, India.","090963 76341","","https://www.google.com/maps/search/?api=1&query=Future+Scan+%7C+Best+CT+Scan+Diagnostic+Center+Shop+no-16%2C+17%2C+Shriman+Complex%2C+beside+Mount+Carmel+School%2C+Lokmat+Square%2C+Dhantoli%2C+Nagpur%2C+Maharashtra+440012%2C+India.","The center's name identifies it as a 'Best CT Scan Diagnostic Center' and its services include 'CT scans'."
"Dhande Diagnostic Centre","3rd Floor, Midas Heights, Ramdaspeth, Nagpur, Maharashtra 440010, India.","Not available","","https://www.google.com/maps/search/?api=1&query=Dhande+Diagnostic+Centre+3rd+Floor%2C+Midas+Heights%2C+Ramdaspeth%2C+Nagpur%2C+Maharashtra+440010%2C+India.","The list of services for this center explicitly includes 'CT scans'."
"Dr. Dinesh Singh | KK Spiral CT Scan","3-4 Paramanand Apartment, Opposite Indora Police Station Metro Pillar No- 104, Indora chowk, Kamptee Rd, Bharat Jyoti Society, Kamaal Chok, Nagpur, Maharashtra 440017, India.","0712 264 5315","Dr. Dinesh Singh","https://www.google.com/maps/search/?api=1&query=Dr.+Dinesh+Singh+%7C+KK+Spiral+CT+Scan+3-4+Paramanand+Apartment%2C+Opposite+Indora+Police+Station+Metro+Pillar+No-+104%2C+Indora+chowk%2C+Kamptee+Rd%2C+Bharat+Jyoti+Society%2C+Kamaal+Chok%2C+Nagpur%2C+Maharashtra+440017%2C+India.","The center's name includes 'KK Spiral CT Scan' and the text confirms it specializes in this service."
"Haajra Diagnostic Centre","near Baban Galaxy Hotel, opposite Shahid Bakery, Mominpura, Nagpur, Maharashtra 440018, India.","074985 09362","","https://www.google.com/maps/search/?api=1&query=Haajra+Diagnostic+Centre+near+Baban+Galaxy+Hotel%2C+opposite+Shahid+Bakery%2C+Mominpura%2C+Nagpur%2C+Maharashtra+440018%2C+India.","The text directly states that this diagnostic center is listed as offering CT scans."
"Metroscan","Lokmat Building Wardha Road Union bank Of India Achraj Aristo, Aadivasi Gowari Shahid Uddan Pul, Lokmat Square, Dhantoli, Nagpur, Maharashtra 440012, India.","072198 74314","","https://www.google.com/maps/search/?api=1&query=Metroscan+Lokmat+Building+Wardha+Road+Union+bank+Of+India+Achraj+Aristo%2C+Aadivasi+Gowari+Shahid+Uddan+Pul%2C+Lokmat+Square%2C+Dhantoli%2C+Nagpur%2C+Maharashtra+440012%2C+India.","The text confirms the center offers ""Spiral CT Scan"" services."
"Rainbow Medinova Diagnostic Services","P-282, Central Bazar Road, Ramdaspeth, Nagpur, Maharashtra 440010, India.","080807 71618","","https://www.google.com/maps/search/?api=1&query=Rainbow+Medinova+Diagnostic+Services+P-282%2C+Central+Bazar+Road%2C+Ramdaspeth%2C+Nagpur%2C+Maharashtra+440010%2C+India.","The center is explicitly listed as offering a ""384 Slice CT Scan"" and has a dedicated contact number for its CT Scan department."
"Dr. Gaurav Mutha - CT Scan In Nagpur","At Lifecare Diagnostics, 12, E High Ct Rd, Shankar Nagar, East Shankar Nagar, Ramdaspeth, Nagpur, Maharashtra 440010, India","090292 92307","Dr. Gaurav Mutha","https://www.google.com/maps/search/?api=1&query=Dr.+Gaurav+Mutha+-+CT+Scan+In+Nagpur+At+Lifecare+Diagnostics,+12,+E+High+Ct+Rd,+Shankar+Nagar,+East+Shankar+Nagar,+Ramdaspeth,+Nagpur,+Maharashtra+440010,+India","The entry's name includes ""CT Scan"" and the description confirms that Dr. Gaurav Mutha provides ""CT scans""."
"Lifecare Diagnostics","12, E High Ct Rd, Shankar Nagar, East Shankar Nagar, Ramdaspeth, Nagpur, Maharashtra 440010, India.","090292 92307","Dr. Gaurav Mutha","https://www.google.com/maps/search/?api=1&query=Lifecare+Diagnostics+12%2C+E+High+Ct+Rd%2C+Shankar+Nagar%2C+East+Shankar+Nagar%2C+Ramdaspeth%2C+Nagpur%2C+Maharashtra+440010%2C+India.","The center is stated to have a 'Whole Body 96 Slice AI Powered CT Scanner' and offers multiple CT scan services."
"SPECTRUM MEDICAL IMAGING CLINIC","NRPL Building, Khare Marg, beside Getwell Hospital, Dhantoli, Nagpur, Maharashtra 440012, India.","077740 46644","","https://www.google.com/maps/search/?api=1&query=SPECTRUM+MEDICAL+IMAGING+CLINIC+NRPL+Building%2C+Khare+Marg%2C+beside+Getwell+Hospital%2C+Dhantoli%2C+Nagpur%2C+Maharashtra+440012%2C+India.","The text confirms the hospital has a 'Multi-detector CT Scan' and advanced CT scan facilities."
"Metroscan","Lokmat Building Wardha Road Union bank Of India Achraj Aristo, Aadivasi Gowari Shahid Uddan Pul, Lokmat Square, Dhantoli, Nagpur, Maharashtra 440012, India.","072198 74314","","https://www.google.com/maps/search/?api=1&query=Metroscan+Lokmat+Building+Wardha+Road+Union+bank+Of+India+Achraj+Aristo%2C+Aadivasi+Gowari+Shahid+Uddan+Pul%2C+Lokmat+Square%2C+Dhantoli%2C+Nagpur%2C+Maharashtra+440012%2C+India.","The text explicitly states that the diagnostic center is 'offering CT Scan services'."
"Rainbow Medinova Diagnostic Services","43MF+c2 Rainbow Medinova Diagnostic Services, P-282, Central Bazar Road, Ramdaspeth, Nagpur, Maharashtra 440010, India.","080807 71618, CT Scan department: 0712-6636607","","https://www.google.com/maps/search/?api=1&query=Rainbow+Medinova+Diagnostic+Services+43MF%2Bc2+Rainbow+Medinova+Diagnostic+Services%2C+P-282%2C+Central+Bazar+Road%2C+Ramdaspeth%2C+Nagpur%2C+Maharashtra+440010%2C+India.","The center is described as having a '384-slice CT scan' and offers services like Whole Body CT Scan."
"New Nagpur Scan","Manoj Building, opposite Center Point Hotel, Ramdaspeth, Nagpur, Maharashtra 440010, India.","086685 19709","","https://www.google.com/maps/search/?api=1&query=New+Nagpur+Scan+Manoj+Building%2C+opposite+Center+Point+Hotel%2C+Ramdaspeth%2C+Nagpur%2C+Maharashtra+440010%2C+India.","The text lists 'CT scan' as one of the services offered by the center."
"Mahatme Diagnostic Centre","Mahatma Diagnostic centre, 78, Ring Road, Vidya Vihar Rd, Pratap Nagar, Nagpur, Maharashtra 440022, India.","0712 228 6958","","https://www.google.com/maps/search/?api=1&query=Mahatme+Diagnostic+Centre+Mahatma+Diagnostic+centre%2C+78%2C+Ring+Road%2C+Vidya+Vihar+Rd%2C+Pratap+Nagar%2C+Nagpur%2C+Maharashtra+440022%2C+India.","The text explicitly states that the center 'offers CT Scans'."
"Dr. Biviji MRI and CT Scan","Near Ajni Railway Station, Dhantoil Dhantoli RANGOLI HOTEL BLDG, T POINT, Congress Nagar, Dhantoli, Nagpur, Maharashtra 440012, India.","093731 08337","Dr. Biviji","https://www.google.com/maps/search/?api=1&query=Dr.+Biviji+MRI+and+CT+Scan+Near+Ajni+Railway+Station,+Dhantoil+Dhantoli+RANGOLI+HOTEL+BLDG,+T+POINT,+Congress+Nagar,+Dhantoli,+Nagpur,+Maharashtra+440012,+India.","The center's name includes 'CT Scan' and the services list explicitly mentions 'CT scan services' and 'Computed Tomography'."
"Mamta Patil (Suretech Hospital) Best CT SCAN & MRI CENTER","Suretech hospital and research center, Banerjee marg, Dhantoli, Nagpur, Maharashtra 440012, India.","093711 01500","Mamta Patil","https://www.google.com/maps/search/?api=1&query=Mamta+Patil+(Suretech+Hospital)+Best+CT+SCAN+%26+MRI+CENTER+Suretech+hospital+and+research+center,+Banerjee+marg,+Dhantoli,+Nagpur,+Maharashtra+440012,+India.","The center's name includes 'CT SCAN' and the text confirms it 'offers CT scan and MRI services'."
"RADION Scan, 96 slice CT scan, Advanced Sonography & Fetal Medicine Center - Dr. AKASH RAMTEKE","Tiranga chowk, Shiv Nagar, Azamshah Layout, Nagpur, Maharashtra 440024","073858 33299","Dr. AKASH RAMTEKE","https://www.google.com/maps/search/?api=1&query=RADION+Scan%2C+96+slice+CT+scan%2C+Advanced+Sonography+%26+Fetal+Medicine+Center+-+Dr.+AKASH+RAMTEKE+Tiranga+chowk%2C+Shiv+Nagar%2C+Azamshah+Layout%2C+Nagpur%2C+Maharashtra+440024","The center's name explicitly includes '96 slice CT scan', confirming the availability of a CT scanner."
"Insight Imaging & Endovascular Clinic","Shop No. 5 & 6, Ground Floor, Tajshree Towers, Umred Rd, Sakkardara, Ayurvedic Layout, Raghuji Nagar, Nagpur, Maharashtra 440024","076660 98708","","https://www.google.com/maps/search/?api=1&query=Insight+Imaging+%26+Endovascular+Clinic+Shop+No.+5+%26+6%2C+Ground+Floor%2C+Tajshree+Towers%2C+Umred+Rd%2C+Sakkardara%2C+Ayurvedic+Layout%2C+Raghuji+Nagar%2C+Nagpur%2C+Maharashtra+440024","The text states that this clinic lists 'CT Scan' and 'CT Centre' as part of its services."
"Photon Scan 3T MRI and CT","34, Abhyankar Marg, near Avanti Hospital, Dhantoli, Nagpur, Maharashtra 440012","091455 93313","","https://www.google.com/maps/search/?api=1&query=Photon+Scan+3T+MRI+and+CT+34%2C+Abhyankar+Marg%2C+near+Avanti+Hospital%2C+Dhantoli%2C+Nagpur%2C+Maharashtra+440012","The center's name includes 'CT' and the text confirms it offers CT scan services."
"Max Super Speciality Hospital, Nagpur","232, Mankapur, Koradi Rd, Byramji Town, Nagpur, Maharashtra 440030","0712 712 0000","","https://www.google.com/maps/search/?api=1&query=Max+Super+Speciality+Hospital%2C+Nagpur+232%2C+Mankapur%2C+Koradi+Rd%2C+Byramji+Town%2C+Nagpur%2C+Maharashtra+440030","The text explicitly states that this hospital 'provides CT scan services'."
"Mahanagar Diagnostic & Research Centre","Suraj Bhavan 5 Welekar Layout Nr.Dominos Manewada, Suraj Bhavan, Plot no 5, Cement Rd, near Siddheshwar Sabagruh, Velekar Layout, Bajrang Nagar, Welekar Nagar, Nagpur, Maharashtra 440027, India","0712 275 3467","","https://www.google.com/maps/search/?api=1&query=Mahanagar+Diagnostic+%26+Research+Centre+Suraj+Bhavan+5+Welekar+Layout+Nr.Dominos+Manewada%2C+Suraj+Bhavan%2C+Plot+no+5%2C+Cement+Rd%2C+near+Siddheshwar+Sabagruh%2C+Velekar+Layout%2C+Bajrang+Nagar%2C+Welekar+Nagar%2C+Nagpur%2C+Maharashtra+440027%2C+India","The text confirms that the center provides a wide range of CT scan services, such as heart, sinus, and brain scans."
"Shree Mohini Sonography | Doopler Scan, CT Scan, Digital Xray, Biopsy, Radiologist | Kamptee","Lala Oli, Shiv Panchayat Nagar, Kamptee, Maharashtra 441001, India","+91-7387866644","","https://www.google.com/maps/search/?api=1&query=Shree+Mohini+Sonography+%7C+Doopler+Scan%2C+CT+Scan%2C+Digital+Xray%2C+Biopsy%2C+Radiologist+%7C+Kamptee+Lala+Oli%2C+Shiv+Panchayat+Nagar%2C+Kamptee%2C+Maharashtra+441001%2C+India","The center's name and description explicitly state that it offers CT scan services."
"Galaxy Vidarbha Diagnostics","Ground Floor, 12 Milestone, Wardha Rd, near Big Bazaar, Lokmat Square, Ramdaspeth, Nagpur, Maharashtra 440010, India","095525 51761","","https://www.google.com/maps/search/?api=1&query=Galaxy+Vidarbha+Diagnostics+Ground+Floor%2C+12+Milestone%2C+Wardha+Rd%2C+near+Big+Bazaar%2C+Lokmat+Square%2C+Ramdaspeth%2C+Nagpur%2C+Maharashtra+440010%2C+India","The center's listed services explicitly include ""PET CT"" and ""CT Scan""."
"Global Diagnostics","Ground floor, Anjuman Complex, near Khan pathology, Sadar, Nagpur, Maharashtra 440001","070837 50761","","https://www.google.com/maps/search/?api=1&query=Global+Diagnostics+Ground+floor%2C+Anjuman+Complex%2C+near+Khan+pathology%2C+Sadar%2C+Nagpur%2C+Maharashtra+440001","The text lists 'CT scans' as one of the range of services provided by the center."
"HELIX CT & MRI SCAN CENTER","Bhangdiya House, beside Getwell hospital, behind Vijayanand Society, Lokmat Square, Dhantoli, Nagpur, Maharashtra 440012","0712 242 4042","","https://www.google.com/maps/search/?api=1&query=HELIX+CT+%26+MRI+SCAN+CENTER+Bhangdiya+House%2C+beside+Getwell+hospital%2C+behind+Vijayanand+Society%2C+Lokmat+Square%2C+Dhantoli%2C+Nagpur%2C+Maharashtra+440012","The center's name includes 'CT & MRI SCAN CENTER' and 'CT' is listed among its services."
"Dr Dinesh Singh | KK Spiral CT Scan | X-Ray | Sonography | Diagnostic Center","3-4 Paramanand Apartment, Opposite Indora Police Station Metro Pillar No- 104, Indora chowk, Kamptee Rd, Bharat Jyoti Society, Kamaal Chok, Nagpur, Maharashtra 440017","0712 264 5315","Dr Dinesh Singh","https://www.google.com/maps/search/?api=1&query=Dr+Dinesh+Singh+%7C+KK+Spiral+CT+Scan+%7C+X-Ray+%7C+Sonography+%7C+Diagnostic+Center+3-4+Paramanand+Apartment%2C+Opposite+Indora+Police+Station+Metro+Pillar+No-+104%2C+Indora+chowk%2C+Kamptee+Rd%2C+Bharat+Jyoti+Society%2C+Kamaal+Chok%2C+Nagpur%2C+Maharashtra+440017","The name of the center explicitly includes the term 'KK Spiral CT Scan'."
"KIMS-Kingsway Hospitals","SPANV Medisearch Lifesciences Pvt. Ltd, 44, Kingsway Rd, near Kasturchand Park, Mohan Nagar, Nagpur, Maharashtra 440001","0712 678 9100","","https://www.google.com/maps/search/?api=1&query=KIMS-Kingsway+Hospitals+SPANV+Medisearch+Lifesciences+Pvt.+Ltd%2C+44%2C+Kingsway+Rd%2C+near+Kasturchand+Park%2C+Mohan+Nagar%2C+Nagpur%2C+Maharashtra+440001","The text confirms the hospital's Radiology and Medical Imaging department provides 'Body CT, MRI, and Ultrasound services'."
"Barai Diagnostics- Sonography, CT- scan, Pathology and X -Ray Clinic","Rajiv Gandhi Square, Sai Mandir Road, opposite to Ganesh High School, near Rangari Hospital, Civil Line, MSEB Colony, Bhandara, Maharashtra 441904","080553 12022","","https://www.google.com/maps/search/?api=1&query=Barai+Diagnostics-+Sonography%2C+CT-+scan%2C+Pathology+and+X+-Ray+Clinic+Rajiv+Gandhi+Square%2C+Sai+Mandir+Road%2C+opposite+to+Ganesh+High+School%2C+near+Rangari+Hospital%2C+Civil+Line%2C+MSEB+Colony%2C+Bhandara%2C+Maharashtra+441904","The center's name explicitly includes 'CT- scan', confirming the availability of the service."
"Precision Scan & Research Centre Pvt. Ltd.","Abhyankar Marg, Dhantoli, Nagpur, Maharashtra 440012","0712 244 2488","","https://www.google.com/maps/search/?api=1&query=Precision+Scan+%26+Research+Centre+Pvt.+Ltd.+Abhyankar+Marg%2C+Dhantoli%2C+Nagpur%2C+Maharashtra+440012","The text explicitly states that the center offers various diagnostic services, including CT scans."
"Galaxy Vidarbha Diagnostics","Ground Floor, 12 Milestone, Wardha Rd, near Big Bazaar, Lokmat Square, Ramdaspeth, Nagpur, Maharashtra 440010","095525 51761","","https://www.google.com/maps/search/?api=1&query=Galaxy+Vidarbha+Diagnostics+Ground+Floor%2C+12+Milestone%2C+Wardha+Rd%2C+near+Big+Bazaar%2C+Lokmat+Square%2C+Ramdaspeth%2C+Nagpur%2C+Maharashtra+440010","The text confirms that this center offers high-speed, high-resolution CT scans for detailed imaging."
"Lifecare Diagnostic- CT SCAN, MRI, BIOPSY & SONOGRAPHY","Shop No. 24, 25 B Block, 1st Floor, Kukreja Business Park, opposite AIIMS, Mihan, MIHAN, Nagpur, Nagpur, Dahegaon, Maharashtra 441108, India.","089991 74636","","https://www.google.com/maps/search/?api=1&query=Lifecare+Diagnostic-+CT+SCAN%2C+MRI%2C+BIOPSY+%26+SONOGRAPHY+Shop+No.+24%2C+25+B+Block%2C+1st+Floor%2C+Kukreja+Business+Park%2C+opposite+AIIMS%2C+Mihan%2C+MIHAN%2C+Nagpur%2C+Nagpur%2C+Dahegaon%2C+Maharashtra+441108%2C+India.","The center's name includes ""CT SCAN"" and its services explicitly list ""CT scans""."
"Pulse Imaging & Diagnostic Centre","Amravati Rd, opp. RTO, near Law College Square, Dharampeth, Nagpur, Maharashtra 440010, India.","093725 28787","","https://www.google.com/maps/search/?api=1&query=Pulse+Imaging+%26+Diagnostic+Centre+Amravati+Rd%2C+opp.+RTO%2C+near+Law+College+Square%2C+Dharampeth%2C+Nagpur%2C+Maharashtra+440010%2C+India.","The center's services explicitly mention offering a ""3D Multi-slice spiral CT scan""."
"AIIMS Hospital","22QH+43, MIHAN, Nagpur, Dahegaon, Maharashtra 441108, India.","Information not available.","","https://www.google.com/maps/search/?api=1&query=AIIMS+Hospital+22QH%2B43%2C+MIHAN%2C+Nagpur%2C+Dahegaon%2C+Maharashtra+441108%2C+India.","The text explicitly states that AIIMS Nagpur is equipped with ""CT scanners for diagnostic purposes""."
"Orange City Hospital & Research Institute","19, Khamla Road Veer Sawarkar Square Opposite to Jupiter College, Tatya Tope Nagar, Vivekanand Nagar, Nagpur, Maharashtra 440015, India.","0712 663 4800","","https://www.google.com/maps/search/?api=1&query=Orange+City+Hospital+%26+Research+Institute+19%2C+Khamla+Road+Veer+Sawarkar+Square+Opposite+to+Jupiter+College%2C+Tatya+Tope+Nagar%2C+Vivekanand+Nagar%2C+Nagpur%2C+Maharashtra+440015%2C+India.","The text confirms the hospital provides diagnostic imaging services ""including computed tomography""."
"Metroscan","Lokmat Building Wardha Road Union bank Of India Achraj Aristo, Aadivasi Gowari Shahid Uddan Pul, Lokmat Square, Dhantoli, Nagpur, Maharashtra 440012","072198 74314","","https://www.google.com/maps/search/?api=1&query=Metroscan+Lokmat+Building+Wardha+Road+Union+bank+Of+India+Achraj+Aristo%2C+Aadivasi+Gowari+Shahid+Uddan+Pul%2C+Lokmat+Square%2C+Dhantoli%2C+Nagpur%2C+Maharashtra+440012","The provided text explicitly states that Metroscan 'offers CT scans'."
"SHALINITAI MEGHE HOSPITAL AND RESEARCH CENTER WANADONGARI, NAGPUR","Hingna Rd, Wanadongri, Wanadongri ct, Nagpur, Wanadongri, Maharashtra 441110, India.","077670 01929","","https://www.google.com/maps/search/?api=1&query=SHALINITAI+MEGHE+HOSPITAL+AND+RESEARCH+CENTER+WANADONGARI,+NAGPUR+Hingna+Rd,+Wanadongri,+Wanadongri+ct,+Nagpur,+Wanadongri,+Maharashtra+441110,+India.","The text explicitly states that the hospital's services include a ""64-slice CT scan"" and a dedicated CT scanner for emergency cases."
"Maya Hospital","P-76, opp. State Bank of India, MIDC, Buti Bori, Nagpur, Butibori, Maharashtra 441122, India.","090280 40290","","https://www.google.com/maps/search/?api=1&query=Maya+Hospital+P-76%2C+opp.+State+Bank+of+India%2C+MIDC%2C+Buti+Bori%2C+Nagpur%2C+Butibori%2C+Maharashtra+441122%2C+India.","The text lists the hospital's services as including 'advanced diagnostic facilities like CT scans'."
"LOTUS DIAGNOSTIC CENTRE, UMRED","Bhise naka sq, near nobal photo studio, Vikas Colony, Umred, Maharashtra 441203, India.","097676 06082","","https://www.google.com/maps/search/?api=1&query=LOTUS+DIAGNOSTIC+CENTRE%2C+UMRED+Bhise+naka+sq%2C+near+nobal+photo+studio%2C+Vikas+Colony%2C+Umred%2C+Maharashtra+441203%2C+India.","The text explicitly lists 'CT scans' as one of the services offered by this diagnostic center."
"Sai hospital C. T. Scan and Diagnosis center","R8V9+635, Sachin Layout, Narsala, Nagpur, Umred, Maharashtra 441203, India.","Not provided in the text.","","https://www.google.com/maps/search/?api=1&query=Sai+hospital+C.+T.+Scan+and+Diagnosis+center+R8V9%2B635%2C+Sachin+Layout%2C+Narsala%2C+Nagpur%2C+Umred%2C+Maharashtra+441203%2C+India.","The center's name includes 'C. T. Scan' and its services list specifies 'various types of CT scans'."
